Identifiant ICAR;Code postal;Code rue;ICAR - Code rue RN;Code ins commune;Localité;Secteur Electoral;Nom rue;Année de dénomination;Nom rue Population;Code postal Homonyme2;Code rue Homonyme2;Rue nom Homonyme2;Code postal Homonyme3;Code rue Homonyme3;Rue nom Homonyme3;Code postal Homonyme4;Code rue Homonyme4;Rue nom Homonyme4;Collège communal;Conseil Communal;Nom rue RN;Type voirie;Rue dans Corbeille;Voirie Privée/Publique;Rue Régionale/Communale;Nom rue Cadastre;Rue en Majuscule;Nom rue en Minuscule;Mot clé;Code Ins Entité;Entité;Date données Population;Nombre Ménages;Nombre Habitants;Code rue - Nom de rue;Thématique;Localités;Zone(s) stationnement
7753702;5002;7405;7405;92108;SAINT-SERVAIS;27;Rue de Bricgniot;;Rue de Bricgniot(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE BRICGNIOT;BRICGNIOT (Rue de );Bricgniot (Rue de );Bricgniot;92094;Namur;2023-05-07;112;410;7405-Rue de Bricgniot;Géographie;Saint-Servais;
7754173;5002;7407;7407;92108;SAINT-SERVAIS;27;Rue du Centenaire;;Rue du Centenaire(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU CENTENAIRE;CENTENAIRE (Rue du );Centenaire (Rue du );Centenaire;92094;Namur;2023-05-07;29;73;7407-Rue du Centenaire;Pas de renseignement;Saint-Servais;
7753462;5000;1698;1698;92094;NAMUR;04;Passerelle Saint-Aubain;2006;Passerelle Saint-Aubain(NR);;;;;;;;;;2005-10-18;;2006-01-09;VOIRIE;;PUBLIQUE;COMMUNALE;PASSERELLE SAINT-AUBAIN;SAINT-AUBAIN (Passerelle );Saint-Aubain (Passerelle );Saint-Aubain;92094;Namur;2023-05-07;0;0;1698-Passerelle Saint-Aubain;Culte;Namur;
7753225;5100;5624;5624;92067;JAMBES;18;Chemin d'Erpent;2006;Chemin d'Erpent(JB);;;;;;;;;;2005-10-18;;2006-01-09;VOIRIE;;PRIVEE;COMMUNALE;CHEM D ERPENT;ERPENT (Chemin d' );Erpent (Chemin d' );Erpent;92094;Namur;2023-05-07;0;0;5624-Chemin d'Erpent;Géographie;Jambes;
7753997;5000;1235;1235;92094;NAMUR;02;Rue des Fossés Fleuris;;Rue des Fossés Fleuris(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DES FOSSES FLEURIS;FOSSES FLEURIS (Rue des );Fossés Fleuris (Rue des );Fossés Fleuris;92094;Namur;2023-05-07;58;78;1235-Rue des Fossés Fleuris;Pas de renseignement;Namur;Rouge
7754004;5000;1237;1237;92094;NAMUR;02;Rue des Fripiers;;Rue des Fripiers(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DES FRIPIERS;FRIPIERS (Rue des );Fripiers (Rue des );Fripiers;92094;Namur;2023-05-07;6;10;1237-Rue des Fripiers;Métiers;Namur;
7754573;5000;1290;1290;92094;NAMUR;02;Rue Saint-Jacques;;Rue Saint-Jacques(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R ST-JACQUES;SAINT-JACQUES (Rue );Saint-Jacques (Rue );Saint-Jacques;92094;Namur;2023-05-07;27;33;1290-Rue Saint-Jacques;Culte;Namur;Rouge
7754575;5000;1293;1293;92094;NAMUR;02;Rue Saint-Joseph;;Rue Saint-Joseph(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R ST-JOSEPH;SAINT-JOSEPH (Rue );Saint-Joseph (Rue );Saint-Joseph;92094;Namur;2023-05-07;31;40;1293-Rue Saint-Joseph;Culte;Namur;
7754456;5000;1286;1286;92094;NAMUR;02;Rue Joseph Saintraint;;Rue Joseph Saintraint(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R JOSEPH SAINTRAINT;SAINTRAINT (Rue Joseph );Saintraint (Rue Joseph );Saintraint;92094;Namur;2023-05-07;16;29;1286-Rue Joseph Saintraint;Nom propre (masculin);Namur;Rouge
7753562;5000;1675;1675;92094;NAMUR;04;Quai de Salzinnes;;Quai de Salzinnes(NR);;;;;;;;;;;;;HALAGE;;PUBLIQUE;REGIONALE;QUAI DE SALZINNES;SALZINNES (Quai de );Salzinnes (Quai de );Salzinnes;92094;Namur;2023-05-07;0;0;1675-Quai de Salzinnes;Lieu-dit;Namur;
7754581;5000;1295;1295;92094;NAMUR;02;Rue Salzinnes les Moulins;;Rue Salzinnes les Moulins(NR) n° 1 à fin et 2 à 134 et 236 à 338;5002;7449;Rue Salzinnes les Moulins(SS) n°136 à 234 pairs;5001;3274;Rue Salzinnes les Moulins(BL) n°340 à fin pairs;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R SALZINNES-LES-MOULINS;SALZINNES LES MOULINS (Rue );Salzinnes les Moulins (Rue );Salzinnes les Moulins;92094;Namur;2023-05-07;252;542;1295-Rue Salzinnes les Moulins;Lieu-dit;Namur;
7754296;5000;1296;1296;92094;NAMUR;02;Rue du Séminaire;;Rue du Séminaire(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DU SEMINAIRE;SEMINAIRE (Rue du );Séminaire (Rue du );Séminaire;92094;Namur;2023-05-07;22;47;1296-Rue du Séminaire;Monument;Namur;Verte
7753293;5000;1677;1677;92094;NAMUR;04;Chemin Fernand Severin;;Chemin Fernand Severin(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R FERNAND SEVERIN;SEVERIN (Chemin Fernand );Severin (Chemin Fernand );Severin;92094;Namur;2023-05-07;0;0;1677-Chemin Fernand Severin;Nom propre (masculin);Namur;
7753485;5000;1299;1299;92094;NAMUR;02;Place de la Station;;Place de la Station(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;REGIONALE;PL DE LA STATION;STATION (Place de la );Station (Place de la );Station;92094;Namur;2023-05-07;13;23;1299-Place de la Station;Monument;Namur;Rouge
7753207;5000;1429;1429;92094;NAMUR;03;Chemin de la Taille au Vivier;;Chemin de la Taille au Vivier(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM LA TAILLE AU VIVIER;TAILLE AU VIVIER (Chemin de la );Taille au Vivier (Chemin de la );Vivier;92094;Namur;2023-05-07;3;8;1429-Chemin de la Taille au Vivier;Pas de renseignement;Namur;
7754302;5000;1835;1835;92094;NAMUR;05;Rue du Tan;;Rue du Tan(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DU TAN;TAN (Rue du );Tan (Rue du );Tan;92094;Namur;2023-05-07;0;0;1835-Rue du Tan;Faune et Flore;Namur;
7754303;5000;1048;1048;92094;NAMUR;01;Rue du Temple;;Rue du Temple(NR);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;R DU TEMPLE;TEMPLE (Rue du );Temple (Rue du );Temple;92094;Namur;2023-05-07;29;40;1048-Rue du Temple;Monument;Namur;
7754497;5002;7432;7432;92108;SAINT-SERVAIS;27;Rue Louis Hicguet;;Rue Louis Hicguet(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R L.HICGUET;HICGUET (Rue Louis );Hicguet (Rue Louis );Hicguet;92094;Namur;2023-05-07;89;214;7432-Rue Louis Hicguet;Nom propre (masculin);Saint-Servais;
7754198;5002;7433;7433;92108;SAINT-SERVAIS;27;Rue du Curé Hiernaux;;Rue du Curé Hiernaux(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU CURE HIERNAUX;HIERNAUX (Rue du Curé );Hiernaux (Rue du Curé );Hiernaux;92094;Namur;2023-05-07;51;79;7433-Rue du Curé Hiernaux;Nom propre (masculin);Saint-Servais;
7753625;5002;7435;7435;92108;SAINT-SERVAIS;27;Rue Auguste Leblanc;;Rue Auguste Leblanc(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R A.LEBLANC;LEBLANC (Rue Auguste );Leblanc (Rue Auguste );Leblanc;92094;Namur;2023-05-07;74;155;7435-Rue Auguste Leblanc;Nom propre (masculin);Saint-Servais;
7754487;5002;7421;7421;92108;SAINT-SERVAIS;27;Rue Léopold De Hulster;;Rue Léopold De Hulster(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R L.DE HULSTER;DE HULSTER (Rue Léopold );De Hulster (Rue Léopold );De Hulster;92094;Namur;2023-05-07;113;278;7421-Rue Léopold De Hulster;Nom propre (masculin);Saint-Servais;
7753910;5002;7422;7422;92108;SAINT-SERVAIS;27;Rue Derenne-Deldinne;;Rue Derenne-Deldinne(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DERENNE DELDINNE;DERENNE-DELDINNE (Rue );Derenne-Deldinne (Rue );Derenne-Deldinne;92094;Namur;2023-05-07;46;103;7422-Rue Derenne-Deldinne;Nom propre (masculin);Saint-Servais;Bleue
7753981;5002;7426;7426;92108;SAINT-SERVAIS;27;Rue des Emaillés;;Rue des Emaillés(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES EMAILLES;EMAILLES (Rue des );Emaillés (Rue des );Emaillés;92094;Namur;2023-05-07;1;5;7426-Rue des Emaillés;Pas de renseignement;Saint-Servais;Bleue
7753762;5002;7428;7428;92108;SAINT-SERVAIS;27;Rue de la Gaillarde;1979;Rue de la Gaillarde(SS)(AVANT 28.05.79 La Gaillarde Ma Campagne);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DE LA GAILLARDE;GAILLARDE (Rue de la );Gaillarde (Rue de la );Gaillarde;92094;Namur;2023-05-07;21;52;7428-Rue de la Gaillarde;Faune et Flore;Saint-Servais;
7754132;5000;1050;1050;92094;NAMUR;01;Rue des Verriers;;Rue des Verriers(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES VERRIERS;VERRIERS (Rue des );Verriers (Rue des );Verriers;92094;Namur;2023-05-07;14;32;1050-Rue des Verriers;Métiers;Namur;Bleue
7754352;5000;1305;1305;92094;NAMUR;02;Rue Félix Wodon;;Rue Félix Wodon(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R FELIX WODON;WODON (Rue Félix );Wodon (Rue Félix );Wodon;92094;Namur;2023-05-07;49;61;1305-Rue Félix Wodon;Nom propre (masculin);Namur;Bleue
7754439;5002;7442;7442;92108;SAINT-SERVAIS;27;Rue Jean Noël;;Rue Jean Noël(SS) n°1 à 23 et 35 à fin et 2 à fin;5000;1274;Rue Jean Noël(NR) n°25 à 33 impairs;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R J.NOEL;NOEL (Rue Jean );Noël (Rue Jean );Noël;92094;Namur;2023-05-07;26;51;7442-Rue Jean Noël;Nom propre (masculin);Saint-Servais;
7753173;5002;7619;7619;92108;SAINT-SERVAIS;28;Chaussée de Perwez;;Chaussée de Perwez(SS) n° 1 à 277 et 2 à 278;5003;7219;Chaussée de Perwez(SM) n° 279 à fin et 280 à fin;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;CHEE DE PERWEZ;PERWEZ (Chaussée de );Perwez (Chaussée de );Perwez;92094;Namur;2023-05-07;76;207;7619-Chaussée de Perwez;Géographie;Saint-Servais;
7754089;5002;7621;7621;92108;SAINT-SERVAIS;28;Rue des Prés;;Rue des Prés(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES PRES;PRES (Rue des );Prés (Rue des );Prés;92094;Namur;2023-05-07;44;103;7621-Rue des Prés;Faune et Flore;Saint-Servais;
7754654;5002;7445;7445;92108;SAINT-SERVAIS;27;Square de la Renaissance;;Square de la Renaissance(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;SQ DE LA RENAISSANCE;RENAISSANCE (Square de la );Renaissance (Square de la );Renaissance;92094;Namur;2023-05-07;9;26;7445-Square de la Renaissance;Pas de renseignement;Saint-Servais;
7753849;5020;7102;7102;92102;RHISNES;29;Rue de l'Epargne;;Rue de l'Epargne(RH);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE L EPARGNE;EPARGNE (Rue de l' );Epargne (Rue de l' );Epargne;92094;Namur;2023-05-07;1;5;7102-Rue de l'Epargne;Métiers;Rhisnes(Namur);
7753851;5020;7939;7939;92120;SUARLEE;29;Rue de l'Erable;;Rue de l'Erable(SL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE L ERABLE;ERABLE (Rue de l' );Erable (Rue de l' );Erable;92094;Namur;2023-05-07;16;34;7939-Rue de l'Erable;Faune et Flore;Suarlée;
7754202;5020;8112;8112;92123;TEMPLOUX;30;Rue du Fayt;;Rue du Fayt(TX);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU FAYT;FAYT (Rue du );Fayt (Rue du );Fayt;92094;Namur;2023-05-07;11;22;8112-Rue du Fayt;Géographie;Temploux;
7753027;5001;3207;3207;92010;BELGRADE;07;Allée des Bergeronettes;;Allée des Bergeronettes(BL);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;AL DES BERGERONNETTES;BERGERONETTES (Allée des );Bergeronettes (Allée des );Bergeronettes;92094;Namur;2023-05-07;5;7;3207-Allée des Bergeronettes;Faune et Flore;Belgrade;
7753502;5001;3208;3208;92010;BELGRADE;07;Place do Bia Bouquet;;Place do Bia Bouquet(BL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;PL DO BIA BOUQUET;BIA BOUQUET (Place do );Bia Bouquet (Place do );Bia Bouquet;92094;Namur;2023-05-07;2;5;3208-Place do Bia Bouquet;Folklore;Belgrade;
7754153;5020;4402;4402;92031;DAUSSOULX;12;Rue du Bas-Daussoulx;;Rue du Bas-Daussoulx(DX);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU BAS-DAUSSOULX;BAS-DAUSSOULX (Rue du );Bas-Daussoulx (Rue du );Bas-Daussoulx;92094;Namur;2023-05-07;1;3;4402-Rue du Bas-Daussoulx;Lieu-dit;Daussoulx;
7754367;5020;8302;8302;92128;VEDRIN;31;Rue Florimond Bidron;1979;Rue Florimond Bidron(VD)(AVANT 28.05.79 Grand'Rue);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R F.BIDRON;BIDRON (Rue Florimond );Bidron (Rue Florimond );Bidron;92094;Namur;2023-05-07;56;127;8302-Rue Florimond Bidron;Nom propre (masculin);Vedrin;
7754382;5020;8303;8303;92128;VEDRIN;31;Rue Frères Biéva;;Rue Frères Biéva(VD) n° 149 à fin et 144 à fin;5020;8304;Rue Frères Biéva(VD)(AVANT 28.05.79 Rue fond d'Arquet) n° 1 à 147 et 2 à 142;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R FRERES BIEVA;BIEVA (Rue Frères );Biéva (Rue Frères );Biéva;92094;Namur;2023-05-07;43;93;8303-Rue Frères Biéva;Nom propre (masculin);Vedrin;
7753456;5020;8125;8125;92123;TEMPLOUX;30;Pachi Zabette;1979;Pachi Zabette(TX)(AVANT 28.05.79 Rue de la Colline);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;PACHI ZABETTE;ZABETTE (Pachi );Zabette (Pachi );Zabette;92094;Namur;2023-05-07;23;57;8125-Pachi Zabette;Lieu-dit;Temploux;
7754276;5004;3738;3738;92021;BOUGE;09;Rue du Presbytère de Bouge;1979;Rue du Presbytère de Bouge(BU)(AVANT 28.05.79 Rue du Presbytère);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DU PRESBYTERE DE BOUGE;PRESBYTERE DE BOUGE (Rue du );Presbytère de Bouge (Rue du );Presbytère de Bouge;92094;Namur;2023-05-07;0;0;3738-Rue du Presbytère de Bouge;Monument;Bouge;
7753537;5004;3741;3741;92021;BOUGE;09;Place Sainte-Marguerite;;Place Sainte-Marguerite(BU);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;PL STE-MARGUERITE;SAINTE-MARGUERITE (Place );Sainte-Marguerite (Place );Sainte-Marguerite;92094;Namur;2023-05-07;14;26;3741-Place Sainte-Marguerite;Culte;Bouge;
7753895;5004;3745;3745;92021;BOUGE;09;Rue de Sardanson;1979;Rue de Sardanson(BU)(AVANT 28.05.79 Rue de Namur);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DE SARDANSON;SARDANSON (Rue de );Sardanson (Rue de );Sardanson;92094;Namur;2023-05-07;99;185;3745-Rue de Sardanson;Pas de renseignement;Bouge;
7754587;5004;3747;3747;92021;BOUGE;09;Rue Somal;;Rue Somal(BU);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R SOMAL;SOMAL (Rue );Somal (Rue );Somal;92094;Namur;2023-05-07;16;47;3747-Rue Somal;Géographie;Bouge;
7754597;5020;5058;5058;92043;FLAWINNE;15;Rue Tir de Ronet;;Rue Tir de Ronet(FW);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R TIR DE RONET;TIR DE RONET (Rue );Tir de Ronet (Rue );Tir de Ronet;92094;Namur;2023-05-07;16;19;5058-Rue Tir de Ronet;Pas de renseignement;Flawinne;
7753820;5001;3280;3280;92010;BELGRADE;07;Rue de la Tisza;;Rue de la Tisza(BL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE LA TISZA;TISZA (Rue de la );Tisza (Rue de la );Tisza;92094;Namur;2023-05-07;13;26;3280-Rue de la Tisza;Pas de renseignement;Belgrade;
7753963;5101;4808;4808;92039;ERPENT;14;Rue des Cortils;;Rue des Cortils(EP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES CORTILS;CORTILS (Rue des );Cortils (Rue des );Cortils;92094;Namur;2023-05-07;32;83;4808-Rue des Cortils;Folklore;Erpent;
7753371;5101;4809;4809;92039;ERPENT;14;Drève du Parc d'Erpent;1979;Drève du Parc d'Erpent(EP)(AVANT 28.05.79 Drève du Parc);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;DR DU PARC D ERPENT;PARC D'ERPENT (Drève du );Parc d'Erpent (Drève du );Parc d'Erpent;92094;Namur;2023-05-07;29;51;4809-Drève du Parc d'Erpent;Géographie;Erpent;
7754342;5101;4810;4810;92039;ERPENT;14;Rue Erpent-Val;;Rue Erpent-Val(EP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R D ERPENT VAL;ERPENT-VAL (Rue );Erpent-Val (Rue );Erpent-Val;92094;Namur;2023-05-07;33;71;4810-Rue Erpent-Val;Géographie;Erpent;
7754502;5100;5814;5814;92067;JAMBES;20;Rue Major Mascaux;;Rue Major Mascaux(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R MAJOR MASCAUX;MASCAUX (Rue Major );Mascaux (Rue Major );Mascaux;92094;Namur;2023-05-07;411;835;5814-Rue Major Mascaux;Nom propre (masculin);Jambes;
7754039;5000;1032;1032;92094;NAMUR;01;Rue des Maraîchers;;Rue des Maraîchers(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES MARAICHERS;MARAICHERS (Rue des );Maraîchers (Rue des );Maraîchers;92094;Namur;2023-05-07;3;7;1032-Rue des Maraîchers;Métiers;Namur;Bleue
7753881;5000;1268;1268;92094;NAMUR;02;Rue de Marchovelette;;Rue de Marchovelette(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DE MARCHOVELETTE;MARCHOVELETTE (Rue de );Marchovelette (Rue de );Marchovelette;92094;Namur;2023-05-07;11;13;1268-Rue de Marchovelette;Géographie;Namur;Rouge
7753079;5000;1656;1656;92094;NAMUR;04;Avenue de Marlagne;;Avenue de Marlagne(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;AV DE MARLAGNE;MARLAGNE (Avenue de );Marlagne (Avenue de );Marlagne;92094;Namur;2023-05-07;122;295;1656-Avenue de Marlagne;Pas de renseignement;Namur;Bleue
7753055;5000;1636;1636;92094;NAMUR;04;Avenue Baron Fallon;;Avenue Baron Fallon(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;AV BARON FALLON;FALLON (Avenue Baron );Fallon (Avenue Baron );Fallon;92094;Namur;2023-05-07;44;116;1636-Avenue Baron Fallon;Nom propre (masculin);Namur;
7753710;5000;1234;1234;92094;NAMUR;02;Rue de Fer;;Rue de Fer(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DE FER;FER (Rue de );Fer (Rue de );Fer;92094;Namur;2023-05-07;29;50;1234-Rue de Fer;Pas de renseignement;Namur;Rouge
7754280;5000;1830;1830;92094;NAMUR;05;Rue du Quai;;Rue du Quai(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU QUAI;QUAI (Rue du );Quai (Rue du );Quai;92094;Namur;2023-05-07;26;46;1830-Rue du Quai;Monument;Namur;
7753073;5000;1670;1670;92094;NAMUR;04;Avenue de la Redoute;;Avenue de la Redoute(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;AV DE LA REDOUTE;REDOUTE (Avenue de la );Redoute (Avenue de la );Redoute;92094;Namur;2023-05-07;12;32;1670-Avenue de la Redoute;Pas de renseignement;Namur;
7754218;5020;7912;7912;92120;SUARLEE;29;Rue du Grand Taillis;;Rue du Grand Taillis(SL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU GRAND TAILLIS;GRAND TAILLIS (Rue du );Grand Taillis (Rue du );Grand Taillis;92094;Namur;2023-05-07;32;72;7912-Rue du Grand Taillis;Géographie;Suarlée;
7753618;5020;8117;8117;92123;TEMPLOUX;30;Rue Arsène Grosjean;;Rue Arsène Grosjean(TX);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R A.GROSJEAN;GROSJEAN (Rue Arsène );Grosjean (Rue Arsène );Grosjean;92094;Namur;2023-05-07;15;40;8117-Rue Arsène Grosjean;Nom propre (masculin);Temploux;
7753771;5020;7913;7913;92120;SUARLEE;29;Rue de la Grotte;;Rue de la Grotte(SL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE LA GROTTE;GROTTE (Rue de la );Grotte (Rue de la );Grotte;92094;Namur;2023-05-07;24;50;7913-Rue de la Grotte;Topo;Suarlée;
7754226;5020;8118;8118;92123;TEMPLOUX;30;Rue du Hierdau;;Rue du Hierdau(TX);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU HIERDAU;HIERDAU (Rue du );Hierdau (Rue du );Hierdau;92094;Namur;2023-05-07;12;28;8118-Rue du Hierdau;Géographie;Temploux;
7753588;5020;8142;8142;92123;TEMPLOUX;30;Route des Isnes;;Route des Isnes(TX);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;RTE DES ISNES;ISNES (Route des );Isnes (Route des );Isnes;92094;Namur;2023-05-07;1;2;8142-Route des Isnes;Géographie;Temploux;
7753610;5020;7917;7917;92120;SUARLEE;29;Rue Alfred Junné;;Rue Alfred Junné(SL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R A.JUNNE;JUNNE (Rue Alfred );Junné (Rue Alfred );Junné;92094;Namur;2023-05-07;10;27;7917-Rue Alfred Junné;Nom propre (masculin);Suarlée;
7754032;5020;7935;7935;92120;SUARLEE;29;Rue des Lauriers;;Rue des Lauriers(SL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES LAURIERS;LAURIERS (Rue des );Lauriers (Rue des );Lauriers;92094;Namur;2023-05-07;23;55;7935-Rue des Lauriers;Faune et Flore;Suarlée;
7753684;5020;8121;8121;92123;TEMPLOUX;30;Rue Commandant Materne;;Rue Commandant Materne(TX);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R CDT MATERNE;MATERNE (Rue Commandant );Materne (Rue Commandant );Materne;92094;Namur;2023-05-07;15;43;8121-Rue Commandant Materne;Nom propre (masculin);Temploux;
7753520;5020;7919;7919;92120;SUARLEE;29;Place Hector Minet;;Place Hector Minet(SL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;PL HECTOR MINET;MINET (Place Hector );Minet (Place Hector );Minet;92094;Namur;2023-05-07;7;18;7919-Place Hector Minet;Nom propre (masculin);Suarlée;
7753133;5020;8332;8332;92128;VEDRIN;31;Barrière d'En-Haut;1979;Barrière d'En-Haut(VD)(AVANT 28.05.79 Ptie Rue des Champs) n°1 à 3 et 2 à 4;5020;4025;Barrière d'En-Haut(CH)(AVANT 29.04.80 Ptie Rue des Champs Verts) n°5 à fin et 6 à fin(14);;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;BARRIERE D EN-HAUT;BARRIERE D'EN-HAUT;Barrière d'En-Haut;Barrière d'En-Haut;92094;Namur;2023-05-07;1;2;8332-Barrière d'En-Haut;Pas de renseignement;Vedrin;
7753711;5020;4008;4008;92024;CHAMPION;10;Rue de Fernelmont;1979;Rue de Fernelmont(CH)(AVANT 28.05.79 Rue de Marchovelette);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DE FERNELMONT;FERNELMONT (Rue de );Fernelmont (Rue de );Fernelmont;92094;Namur;2023-05-07;134;348;4008-Rue de Fernelmont;Géographie;Champion;
7753139;5020;7942;7942;92120;SUARLEE;29;Batys de Soye;;Batys de Soye(SL);5020;8138;Batys de Soye(TX);;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;BATYS DE SOYE;BATYS DE SOYE;Batys de Soye;Batys de Soye;92094;Namur;2023-05-07;0;0;7942-Batys de Soye;Géographie;Suarlée;
7753139;5020;8138;8138;92123;TEMPLOUX;30;Batys de Soye;;Batys de Soye(TX);5020;7942;Batys de Soye(SL);;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;BATYS DE SOYE;BATYS DE SOYE;Batys de Soye;Batys de Soye;92094;Namur;2023-05-07;0;0;8138-Batys de Soye;Géographie;Temploux;
7753930;5020;8102;8102;92123;TEMPLOUX;30;Rue des Blanchisseries;;Rue des Blanchisseries(TX);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES BLANCHISSERIES;BLANCHISSERIES (Rue des );Blanchisseries (Rue des );Blanchisseries;92094;Namur;2023-05-07;6;20;8102-Rue des Blanchisseries;Métiers;Temploux;
7753758;5020;5027;5027;92043;FLAWINNE;15;Rue de la Ferme de Ronet;;Rue de la Ferme de Ronet(FW);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE LA FERME DE RONET;FERME DE RONET (Rue de la );Ferme de Ronet (Rue de la );Ferme de Ronet;92094;Namur;2023-05-07;0;0;5027-Rue de la Ferme de Ronet;Géographie;Flawinne;
