Identifiant ICAR;Code postal;Code rue;ICAR - Code rue RN;Code ins commune;Localité;Secteur Electoral;Nom rue;Année de dénomination;Nom rue Population;Code postal Homonyme2;Code rue Homonyme2;Rue nom Homonyme2;Code postal Homonyme3;Code rue Homonyme3;Rue nom Homonyme3;Code postal Homonyme4;Code rue Homonyme4;Rue nom Homonyme4;Collège communal;Conseil Communal;Nom rue RN;Type voirie;Rue dans Corbeille;Voirie Privée/Publique;Rue Régionale/Communale;Nom rue Cadastre;Rue en Majuscule;Nom rue en Minuscule;Mot clé;Code Ins Entité;Entité;Date données Population;Nombre Ménages;Nombre Habitants;Code rue - Nom de rue;Thématique;Localités;Zone(s) stationnement
7753220;5020;6494;6494;92082;MALONNE;23;Chemin de Reumont;1981;Chemin de Reumont(ML)(AVANT 01.01.81 Ptie Reumont);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DE REUMONT;REUMONT (Chemin de );Reumont (Chemin de );Reumont;92094;Namur;2023-05-07;19;77;6494-Chemin de Reumont;Pas de renseignement;Malonne;
7753864;5020;7110;7110;92102;RHISNES;29;Rue de l'Innovation;2011;Rue de l'Innovation(RH);;;;;;;;;;2011-11-15;2011-11-21;2012-01-12;VOIRIE;;PRIVEE;COMMUNALE;R DE L INNOVATION;INNOVATION (Rue de l' );Innovation (Rue de l' );Innovation;92094;Namur;2023-05-07;3;8;7110-Rue de l'Innovation;Métiers;Rhisnes(Namur);
7754160;5020;8460;8460;92128;VEDRIN;31;Rue du Blanc-Bois;1979;Rue du Blanc-Bois(VD)(AVANT 28.05.79 Avenue du Chateau);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DU BLANC BOIS;BLANC-BOIS (Rue du );Blanc-Bois (Rue du );Blanc-Bois;92094;Namur;2023-05-07;30;85;8460-Rue du Blanc-Bois;Pas de renseignement;Vedrin;
7753349;5101;4844;4844;92039;ERPENT;14;Clos du Chaurnoi;2004;Clos du Chaurnoi(EP);;;;;;;;;;2003-11-18;2004-01-22;2004-02-17;VOIRIE;;PUBLIQUE;COMMUNALE;CL DU CHAURNOI;CHAURNOI (Clos du );Chaurnoi (Clos du );Chaurnoi;92094;Namur;2023-05-07;7;19;4844-Clos du Chaurnoi;Pas de renseignement;Erpent;
7754647;5000;1673;1673;92094;NAMUR;04;Sentier Saint-Simon;;Sentier Saint-Simon(NR);;;;;;;;;;;;;VOIRIE;;;;SENT ST-SIMON;SAINT-SIMON (Sentier );Saint-Simon (Sentier );Saint-Simon;92094;Namur;2023-05-07;0;0;1673-Sentier Saint-Simon;Culte;Namur;
7753907;5100;5605;5517;92067;JAMBES;18;Rue d'Enhaive;;Rue d'Enhaive(JB) n°201 à fin et 250 à fin;5100;5517;Rue d'Enhaive(JB) n°1 à199 et 2 à 248;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R D ENHAIVE;ENHAIVE (Rue d' );Enhaive (Rue d' );Enhaive;92094;Namur;2023-05-07;164;314;5605-Rue d'Enhaive;Géographie;Jambes;
7754250;5100;5818;5818;92067;JAMBES;20;Rue du Passage d'Eau;;Rue du Passage d'Eau(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU PASSAGE D EAU;PASSAGE D'EAU (Rue du );Passage d'Eau (Rue du );Passage d'Eau;92094;Namur;2023-05-07;12;32;5818-Rue du Passage d'Eau;Topo;Jambes;
7753882;5100;8678;8678;92135;WEPION;32;Rue de Monin;;Rue de Monin(WP);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE MONIN;MONIN (Rue de );Monin (Rue de );Monin;92094;Namur;2023-05-07;12;33;8678-Rue de Monin;Pas de renseignement;Wépion;
7753689;5020;8336;8336;92128;VEDRIN;31;Rue d'Arquet;1997;Rue d'Arquet(VD)(AVANT 12.05.97 Rue d'Arquet(NR)) n° 150 à 164 pairs;5000;1000;Rue d'Arquet(NR) n° 1 à 189 et 2 à 148;;;;;;;1997-05-12;;1997-07-15;VOIRIE;;PUBLIQUE;COMMUNALE;R D ARQUET;ARQUET (Rue d' );Arquet (Rue d' );Arquet;92094;Namur;2023-05-07;3;5;8336-Rue d'Arquet;Géographie;Vedrin;
7753322;5101;4847;4847;92039;ERPENT;14;Clos de la Verveine;2004;Clos de la Verveine(EP);;;;;;;;;;2004-06-22;2004-09-08;2004-11-30;VOIRIE;;PRIVEE;COMMUNALE;CL DE LA VERVEINE;VERVEINE (Clos de la );Verveine (Clos de la );Verveine;92094;Namur;2023-05-07;8;25;4847-Clos de la Verveine;Faune et Flore;Erpent;
7753937;5004;3770;3770;92021;BOUGE;09;Rue des Brandons;2000;Rue des Brandons(BU);;;;;;;;;;;1999-11-17;2000-02-25;VOIRIE;;PUBLIQUE;COMMUNALE;R DES BRANDONS;BRANDONS (Rue des );Brandons (Rue des );Brandons;92094;Namur;2023-05-07;13;36;3770-Rue des Brandons;Pas de renseignement;Bouge;
7753857;5000;1233;1233;92094;NAMUR;02;Rue de l'Evêché;;Rue de l'Evêché(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DE L EVECHE;EVECHE (Rue de l' );Evêché (Rue de l' );Evêché;92094;Namur;2023-05-07;5;9;1233-Rue de l'Evêché;Culte;Namur;Verte
7754539;5002;7465;7465;92108;SAINT-SERVAIS;27;Rue Piret-Pauchet;2005;Rue Piret-Pauchet(SS) 72 à fin pairs;5000;1043;Rue Piret-Pauchet(NR) n°1 à fin et 2 à 70;;;;;;;2005-10-18;;2005-12-06;VOIRIE;;PUBLIQUE;COMMUNALE;R PIRET-PAUCHET;PIRET-PAUCHET (Rue );Piret-Pauchet (Rue );Piret-Pauchet;92094;Namur;2023-05-07;5;9;7465-Rue Piret-Pauchet;Nom propre (masculin);Saint-Servais;Bleue
7753943;5100;9009;9009;92136;WIERDE;33;Rue des Campagnes;1979;Rue des Campagnes(WD)(AVANT 28.05.79 Avenue de Belle-Vue);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DES CAMPAGNES;CAMPAGNES (Rue des );Campagnes (Rue des );Campagnes;92094;Namur;2023-05-07;27;53;9009-Rue des Campagnes;Pas de renseignement;Wierde;
7753229;5020;7901;7901;92120;SUARLEE;29;Chemin des Alaudes;1979;Chemin des Alaudes(SL)(AVANT 28.05.79 Chemin des Alouettes);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DES ALAUDES;ALAUDES (Chemin des );Alaudes (Chemin des );Alaudes;92094;Namur;2023-05-07;13;30;7901-Chemin des Alaudes;Pas de renseignement;Suarlée;
7754379;5020;8464;8464;92128;VEDRIN;31;Rue François Bovesse;1979;Rue François Bovesse(VD)(AVANT 28.05.79 Rue A. Woitrin);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R F.BOVESSE;BOVESSE (Rue François );Bovesse (Rue François );Bovesse;92094;Namur;2023-05-07;62;143;8464-Rue François Bovesse;Nom propre (masculin);Vedrin;
7753647;5020;8140;8140;92123;TEMPLOUX;30;Rue Bois de Boquet;1979;Rue Bois de Boquet(TX)(AVANT 28.05.79 Bout Village ou Ermitage);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R BOIS DE BOQUET;BOIS DE BOQUET (Rue );Bois de Boquet (Rue );Bois de Boquet;92094;Namur;2023-05-07;19;54;8140-Rue Bois de Boquet;Géographie;Temploux;
7753692;5004;3704;3704;92021;BOUGE;09;Rue de Balart;;Rue de Balart(BU) n°117 à fin et 126 à fin;5000;1801;Rue de Balart(NR) n°1 à 115 et 2 à 124;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE BALART;BALART (Rue de );Balart (Rue de );Balart;92094;Namur;2023-05-07;1;2;3704-Rue de Balart;Pas de renseignement;Bouge;
7753970;5001;3218;3218;92010;BELGRADE;07;Rue des Cyclamens;;Rue des Cyclamens(BL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES CYCLAMENS;CYCLAMENS (Rue des );Cyclamens (Rue des );Cyclamens;92094;Namur;2023-05-07;13;26;3218-Rue des Cyclamens;Faune et Flore;Belgrade;
7754023;5100;5839;5839;92067;JAMBES;20;Rue des Houillères;2008;Rue des Houillères(JB);;;;;;;;;;2008-10-21;2008-12-15;2009-01-26;VOIRIE;;PRIVEE;COMMUNALE;R DES HOUILLERES;HOUILLERES (Rue des );Houillères (Rue des );Houillères;92094;Namur;2023-05-07;0;0;5839-Rue des Houillères;Pas de renseignement;Jambes;
7754095;5101;4851;4851;92039;ERPENT;14;Rue des Quatre Saisons;2008;Rue des Quatre Saisons(EP);;;;;;;;;;2008-11-18;2008-12-15;2009-01-26;VOIRIE;;PRIVEE;COMMUNALE;R DES QUATRE SAISONS;QUATRE SAISONS (Rue des );Quatre Saisons (Rue des );Quatre Saisons;92094;Namur;2023-05-07;1;1;4851-Rue des Quatre Saisons;Pas de renseignement;Erpent;
7754285;5020;7114;7114;92102;RHISNES;29;Rue du Réemploi;2011;Rue du Réemploi(RH);;;;;;;;;;2011-11-15;2011-11-21;2012-01-12;VOIRIE;;PRIVEE;COMMUNALE;R DU REEMPLOI;REEMPLOI (Rue du );Réemploi (Rue du );Réemploi;92094;Namur;2023-05-07;0;0;7114-Rue du Réemploi;Métiers;Rhisnes(Namur);
7753968;5000;1223;1223;92094;NAMUR;02;Rue des Croisiers;;Rue des Croisiers(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;R DES CROISIERS;CROISIERS (Rue des );Croisiers (Rue des );Croisiers;92094;Namur;2023-05-07;114;171;1223-Rue des Croisiers;Militaire;Namur;Rouge
7754470;5000;1631;1631;92094;NAMUR;04;Rue Julien Colson;;Rue Julien Colson(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R JULIEN COLSON;COLSON (Rue Julien );Colson (Rue Julien );Colson;92094;Namur;2023-05-07;140;227;1631-Rue Julien Colson;Nom propre (masculin);Namur;Bleue
7763858;5000;1312;1312;92094;NAMUR;02;L'Enjambée;2018;L'Enjambée(NR);;;;;;;;;;2017-06-15;2018-05-31;2018-09-11;VOIRIE;;;;L ENJAMBEE;ENJAMBEE (L' );Enjambée (L' );Enjambée;92094;Namur;2023-05-07;0;0;1312-L'Enjambée;Monument;Namur;
7763840;5101;4860;4860;92039;ERPENT;14;Rue Henry Bodart;2018;Rue Henry Bodart(EP) n° 2 à 10 pairs et n° 1 à 5 impairs;5100;5254;Rue Henry Bodart(JB)  n° 12 à fin pairs et n° 7 à fin impairs;;;;;;;2018-05-24;2018-06-28;2018-09-11;VOIRIE;;;;R HENRY BODART;HENRY BODART (Rue );Henry Bodart (Rue );Henry Bodart;92094;Namur;2023-05-07;37;48;4860-Rue Henry Bodart;Nom propre (masculin);Erpent;
7763841;5101;4861;4861;92039;ERPENT;14;Rue Nelson Mandela;2018;Rue Nelson Mandela(EP);;;;;;;;;;2018-05-24;2018-06-28;2018-09-11;VOIRIE;;;;R NELSON MANDELA;NELSON MANDELA (Rue );Nelson Mandela (Rue );Nelson Mandela;92094;Namur;2023-05-07;24;49;4861-Rue Nelson Mandela;Nom propre (masculin);Erpent;
7762987;5020;7953;7953;92120;SUARLEE;29;Place Berthezène;2016;Place Berthezène(SL);;;;;;;;;;2015-11-12;2015-12-17;;VOIRIE;;;COMMUNALE;PLACE BERTHEZENE;BERTHEZENE (Place );Berthezène (Place );Berthezène;92094;Namur;2023-05-07;14;37;7953-Place Berthezène;Nom propre (masculin);Suarlée;
7753974;5004;3763;3763;92021;BOUGE;09;Rue des Déportés;;Rue des Déportés(BU) n°2 à 12 pairs;5000;3008;Rue des Déportés(BZ) n°1 à fin et 14 à fin;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES DEPORTES;DEPORTES (Rue des );Déportés (Rue des );Déportés;92094;Namur;2023-05-07;3;10;3763-Rue des Déportés;Militaire;Bouge;
7754156;5100;5204;5204;92067;JAMBES;19;Rue du Beau Site;;Rue du Beau Site(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU BEAU SITE;BEAU SITE (Rue du );Beau Site (Rue du );Beau Site;92094;Namur;2023-05-07;21;49;5204-Rue du Beau Site;Pas de renseignement;Jambes;
7766040;5020;8337;8337;92128;VEDRIN;;Rue Cécile Merveille;2020;Rue Cécile Merveille(VD)(AVANT 21.01.2020 Allée du Moulin à Vent);;;;;;;;;;2019-06-06;2020-01-21;2020-05-14;VOIRIE;;PUBLIQUE;COMMUNALE;R CECILE MERVEILLE;CECILE MERVEILLE (Rue );Cécile Merveille (Rue );Cécile Merveille;92094;Namur;2023-05-07;17;28;8337-Rue Cécile Merveille;Nom propre (féminin);Vedrin;
7767381;5001;3286;3286;92010;BELGRADE;;Rue Dieudonnée Morel;2020;Rue Dieudonnée Morel(BL);;;;;;;;;;2019-06-06;2020-01-21;2020-05-14;VOIRIE;;;;R DIEUDONNEE MOREL;DIEUDONNEE MOREL (Rue );Dieudonnée Morel (Rue );Dieudonnée Morel;92094;Namur;2023-05-07;8;13;3286-Rue Dieudonnée Morel;Nom propre (féminin);Belgrade;
7754341;5000;1020;1020;92094;NAMUR;01;Rue Ernotte;;Rue Ernotte(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R ERNOTTE;ERNOTTE (Rue );Ernotte (Rue );Ernotte;92094;Namur;2023-05-07;10;96;1020-Rue Ernotte;Pas de renseignement;Namur;Bleue
7754446;5000;1008;1008;92094;NAMUR;01;Rue Joseph Calozet;;Rue Joseph Calozet(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R JOSEPH CALOZET;CALOZET (Rue Joseph );Calozet (Rue Joseph );Calozet;92094;Namur;2023-05-07;10;24;1008-Rue Joseph Calozet;Nom propre (masculin);Namur;Bleue
7753527;5000;1817;1817;92094;NAMUR;05;Place Léopold;;Place Léopold(NR);;;;;;;;;;;;;VOIRIE;CORBEILLE;PUBLIQUE;COMMUNALE;PL LEOPOLD;LEOPOLD (Place );Léopold (Place );Léopold;92094;Namur;2023-05-07;19;30;1817-Place Léopold;Nom propre (masculin);Namur;Verte
7754608;5100;5816;5816;92067;JAMBES;20;Rue Victor Nonet;;Rue Victor Nonet(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R VICTOR NONET;NONET (Rue Victor );Nonet (Rue Victor );Nonet;92094;Namur;2023-05-07;34;67;5816-Rue Victor Nonet;Nom propre (masculin);Jambes;
7753979;5100;5214;5214;92067;JAMBES;19;Rue des Eglantiers;;Rue des Eglantiers(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES EGLANTIERS;EGLANTIERS (Rue des );Eglantiers (Rue des );Eglantiers;92094;Namur;2023-05-07;6;14;5214-Rue des Eglantiers;Faune et Flore;Jambes;
7754242;5002;7438;7438;92108;SAINT-SERVAIS;27;Rue du Moulin-Lavigne;1979;Rue du Moulin-Lavigne(SS)(AVANT 28.05.79 Rue du Moulin);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DU MOULIN-LAVIGNE;MOULIN-LAVIGNE (Rue du );Moulin-Lavigne (Rue du );Moulin-Lavigne;92094;Namur;2023-05-07;0;0;7438-Rue du Moulin-Lavigne;Géographie;Saint-Servais;
7753597;5002;7443;7443;92108;SAINT-SERVAIS;27;Rue Adolphe Ortmans;;Rue Adolphe Ortmans(SS);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R A.ORTMANS;ORTMANS (Rue Adolphe );Ortmans (Rue Adolphe );Ortmans;92094;Namur;2023-05-07;17;28;7443-Rue Adolphe Ortmans;Nom propre (masculin);Saint-Servais;
7753897;5001;3267;3267;92010;BELGRADE;07;Rue de Stari Grad;;Rue de Stari Grad(BL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE STARI GRAD;STARI GRAD (Rue de );Stari Grad (Rue de );Stari Grad;92094;Namur;2023-05-07;12;20;3267-Rue de Stari Grad;Pas de renseignement;Belgrade;
7753519;5000;1637;1637;92094;NAMUR;04;Place Gustave Falmagne;;Place Gustave Falmagne(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;REGIONALE;PL GUSTAVE FALMAGNE;FALMAGNE (Place Gustave );Falmagne (Place Gustave );Falmagne;92094;Namur;2023-05-07;12;17;1637-Place Gustave Falmagne;Nom propre (masculin);Namur;
7754024;5020;7934;7934;92120;SUARLEE;29;Rue des Ifs;;Rue des Ifs(SL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES IFS;IFS (Rue des );Ifs (Rue des );Ifs;92094;Namur;2023-05-07;4;9;7934-Rue des Ifs;Faune et Flore;Suarlée;
7753217;5020;8123;8123;92123;TEMPLOUX;30;Chemin de Moustier;;Chemin de Moustier(TX);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DE MOUSTIER;MOUSTIER (Chemin de );Moustier (Chemin de );Moustier;92094;Namur;2023-05-07;97;223;8123-Chemin de Moustier;Géographie;Temploux;
7763853;5000;1057;1057;92094;NAMUR;01;Tunnel du Nord;2018;Tunnel du Nord(NR);;;;;;;;;;2017-12-14;2018-02-22;2018-05-03;VOIRIE;;PUBLIQUE;REGIONALE;TUNNEL DU NORD;NORD (Tunnel du );Nord (Tunnel du );Nord;92094;Namur;2023-05-07;0;0;1057-Tunnel du Nord;Géographie;Namur;
7754308;5100;5246;5246;92067;JAMBES;19;Rue du Trèfle;;Rue du Trèfle(JB);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DU TREFLE;TREFLE (Rue du );Trèfle (Rue du );Trèfle;92094;Namur;2023-05-07;5;8;5246-Rue du Trèfle;Faune et Flore;Jambes;
7753759;5022;4204;4204;92025;COGNELEE;11;Rue de la Fontaine;;Rue de la Fontaine(CG);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE LA FONTAINE;FONTAINE (Rue de la );Fontaine (Rue de la );Fontaine;92094;Namur;2023-05-07;47;107;4204-Rue de la Fontaine;Lieu-dit;Cognelée;
7754482;5000;1029;1029;92094;NAMUR;01;Rue Léanne;;Rue Léanne(NR);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R LEANNE;LEANNE (Rue );Léanne (Rue );Léanne;92094;Namur;2023-05-07;90;190;1029-Rue Léanne;Pas de renseignement;Namur;Bleue
7754627;5100;5538;5538;92067;JAMBES;17;Ruelle Sana;;Ruelle Sana(JB);;;;;;;;;;;;;VOIRIE;;PRIVEE;COMMUNALE;RUELLE SANA;SANA (Ruelle );Sana (Ruelle );Sana;92094;Namur;2023-05-07;2;3;5538-Ruelle Sana;Pas de renseignement;Jambes;
7753714;5004;3762;3762;92021;BOUGE;09;Rue de Forêt;1979;Rue de Forêt(BU)(AVANT 28.05.79 Rue des Limites) n°93 à fin et 90 à fin;5000;3015;Rue de Forêt(BZ) n°1 à 91 et 2 à 88;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DE FORET;FORET (Rue de );Forêt (Rue de );Forêt;92094;Namur;2023-05-07;5;15;3762-Rue de Forêt;Pas de renseignement;Bouge;
7753714;5000;3015;3015;92009;BEEZ;06;Rue de Forêt;;Rue de Forêt(BZ) n°1 à 91 et 2 à 88;5004;3762;Rue de Forêt(BU)(AVANT 28.05.79 Rue des Limites) n°93 à fin et 90 à fin;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE FORET;FORET (Rue de );Forêt (Rue de );Forêt;92094;Namur;2023-05-07;70;137;3015-Rue de Forêt;Pas de renseignement;Beez;
7754476;5002;7466;7466;92108;SAINT-SERVAIS;27;Rue Laide Coupe;2005;Rue Laide Coupe(SS) n° 1 à 13 impairs;5000;1259;Rue Laide Coupe(NR) n°15 à fin impairs;5001;3242;Rue Laide Coupe(BL) n°2 à fin pairs;;;;2005-10-18;;2005-12-13;VOIRIE;;PUBLIQUE;COMMUNALE;R LAIDE COUPE;LAIDE COUPE (Rue );Laide Coupe (Rue );Laide Coupe;92094;Namur;2023-05-07;2;3;7466-Rue Laide Coupe;Pas de renseignement;Saint-Servais;
7753790;5101;4842;4842;92039;ERPENT;14;Rue de la Pavée;2000;Rue de la Pavée(EP);;;;;;;;;;;2000-01-25;2000-03-31;VOIRIE;;PRIVEE;COMMUNALE;R DE LA PAVEE;PAVEE (Rue de la );Pavée (Rue de la );Pavée;92094;Namur;2023-05-07;24;58;4842-Rue de la Pavée;Pas de renseignement;Erpent;
7763844;5020;7119;7119;92102;RHISNES;29;Rue Marie Curie;2018;Rue Marie Curie(RH);;;;;;;;;;2017-08-24;2017-11-16;2018-01-25;VOIRIE;;PRIVEE;COMMUNALE;R MARIE CURIE;MARIE CURIE (Rue );Marie Curie (Rue  );Marie Curie;92094;Namur;2023-05-07;0;0;7119-Rue Marie Curie;Nom propre (féminin);Rhisnes(Namur);
7767386;5022;4219;4219;92025;COGNELEE;11;Tige de la Soile;2020;Tige de la Soile(CG);;;;;;;;;;2020-02-18;2020-05-26;2020-09-18;VOIRIE;;;;TIGE DE LA SOILE;TIGE DE LA SOILE;Tige de la Soile;Tige de la Soile;92094;Namur;2023-05-07;3;10;4219-Tige de la Soile;Pas de renseignement;Cognelée;
7753631;5100;6926;6926;92095;NANINNE;25;Rue aux Quatre Vents;;Rue aux Quatre Vents(NN);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R AUX QUATRE VENTS;QUATRE VENTS (Rue aux );Quatre Vents (Rue aux );Quatre Vents;92094;Namur;2023-05-07;11;24;6926-Rue aux Quatre Vents;Pas de renseignement;Naninne;
7754588;5000;1834;1834;92094;NAMUR;05;Boulevard de Chiny;2016;Boulevard de Chiny(NR)(AVANT 06.10.2016 Rue Sous le Pont);;;;;;;;;;2016-10-06;2016-12-15;;VOIRIE;CORBEILLE;PUBLIQUE;REGIONALE;R SOUS LE PONT;CHINY (Boulevard de );Chiny (Boulevard de );Chiny;92094;Namur;2023-05-07;0;0;1834-Boulevard de Chiny;Pas de renseignement;Namur;
7754363;5020;8514;8514;92128;VEDRIN;31;Rue Fernand Stimart;;Rue Fernand Stimart(VD);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R F.STIMART;STIMART (Rue Fernand );Stimart (Rue Fernand );Stimart;92094;Namur;2023-05-07;21;64;8514-Rue Fernand Stimart;Nom propre (masculin);Vedrin;
7753608;5020;8307;8307;92128;VEDRIN;31;Rue Alfred Brasseur;;Rue Alfred Brasseur(VD);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R A.BRASSEUR;BRASSEUR (Rue Alfred );Brasseur (Rue Alfred );Brasseur;92094;Namur;2023-05-07;48;111;8307-Rue Alfred Brasseur;Nom propre (masculin);Vedrin;
7754448;5020;5019;5019;92043;FLAWINNE;15;Rue Joseph Dandoy;;Rue Joseph Dandoy(FW);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R JOSEPH DANDOY;DANDOY (Rue Joseph );Dandoy (Rue Joseph );Dandoy;92094;Namur;2023-05-07;62;153;5019-Rue Joseph Dandoy;Nom propre (masculin);Flawinne;
7753755;5001;3279;3279;92010;BELGRADE;07;Rue de la Drina;;Rue de la Drina(BL);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE LA DRINA;DRINA (Rue de la );Drina (Rue de la );Drina;92094;Namur;2023-05-07;14;41;3279-Rue de la Drina;Pas de renseignement;Belgrade;
7754694;5020;4415;4415;92031;DAUSSOULX;12;Trieux des Mines;;Trieux des Mines(DX) n°15 à fin et 12 à fin;5022;4215;Trieux des Mines(CG)(AVANT 28.05.79 rue Basse Chaussée) n°1 à 13 et 2 à 10;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R TRIEUX DES MINES;MINES (Trieux des );Mines (Trieux des );Mines;92094;Namur;2023-05-07;51;122;4415-Trieux des Mines;Lieu-dit;Daussoulx;
7753289;5024;5312;5312;92052;GELBRESSEE;16;Chemin du Raidillon;1979;Chemin du Raidillon(GB)(AVANT 28.05.79 Ptie Route de Hannut);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM DU RAIDILLON;RAIDILLON (Chemin du );Raidillon (Chemin du );Raidillon;92094;Namur;2023-05-07;3;9;5312-Chemin du Raidillon;Pas de renseignement;Gelbressée;
7754208;5100;4608;4608;92032;DAVE;13;Rue du Fort de Dave;1979;Rue du Fort de Dave(DV)(AVANT 28.05.79 Rue Militaire);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;R DU FORT DE DAVE;FORT DE DAVE (Rue du );Fort de Dave (Rue du );Fort de Dave;92094;Namur;2023-05-07;6;16;4608-Rue du Fort de Dave;Géographie;Dave;
7753295;5020;6455;6455;92082;MALONNE;23;Chemin-Herdier-Hautes Calenges;;Chemin-Herdier-Hautes Calenges(ML)(AVANT Ptie Calenges);5020;6456;Chemin du Herdier-Petit-Bois(ML)(AVANT 01.01.81 Ptie Petit-Bois);;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;CHEM HERD.HTES CALENGES;HERDIER-HAUTES CALENGES (Chemin-);Herdier-Hautes Calenges (Chemin-);Herdier-Hautes Calenges;92094;Namur;2023-05-07;7;15;6455-Chemin-Herdier-Hautes Calenges;Pas de renseignement;Malonne;
7753095;5100;9006;9006;92136;WIERDE;33;Avenue du Bois l'Evêque;1979;Avenue du Bois l'Evêque(WD)(AVANT 28.05.79 Rue des Peupliers);;;;;;;;;;1979-05-28;1979-05-28;1979-05-28;VOIRIE;;PUBLIQUE;COMMUNALE;AV DU BOIS L EVEQUE;BOIS L'EVEQUE (Avenue du );Bois l'Evêque (Avenue du );Bois l'Evêque;92094;Namur;2023-05-07;44;100;9006-Avenue du Bois l'Evêque;Géographie;Wierde;
7753192;5100;8633;8633;92135;WEPION;32;Chemin de la Corniche;;Chemin de la Corniche(WP);;;;;;;;;;;;;VOIRIE;;PRIVEE/PUBLIQUE;COMMUNALE;CHEM DE LA CORNICHE;CORNICHE (Chemin de la );Corniche (Chemin de la );Corniche;92094;Namur;2023-05-07;18;44;8633-Chemin de la Corniche;Topo;Wépion;
7753844;5100;8644;8644;92135;WEPION;32;Rue de l'Eglise;1978;Rue de l'Eglise(WP)(AVANT 28.05.78 Ptie Rue Dachet ou autre);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DE L EGLISE;EGLISE (Rue de l' );Eglise (Rue de l' );Eglise;92094;Namur;2023-05-07;23;60;8644-Rue de l'Eglise;Monument;Wépion;
7753966;5020;6431;6431;92082;MALONNE;23;Rue des Criquets;1981;Rue des Criquets(ML)(AVANT 01.01.81 Ptie Clinchant);;;;;;;;;;;;;VOIRIE;;PUBLIQUE;COMMUNALE;R DES CRIQUETS;CRIQUETS (Rue des );Criquets (Rue des );Criquets;92094;Namur;2023-05-07;10;27;6431-Rue des Criquets;Faune et Flore;Malonne;
