jsondatas;Identifiant;Type;Catégorie;Description;Localisation;Nom;jsondatas_refdevice_value;jsondatas_refparkinggroup_value;jsondatas_refparkingsite_value;Statut;Date du statut;Adresse;Url
"{""id"": ""941"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:44:32.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""BO02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63802447"", ""5.58823880""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""BO02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2057"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""124"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:44:32.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588064, ""metadata"": {}}}";941;ParkingSpot;onstreet,SHOPANDDRIVE;BO02;50.63802447, 5.5882388;BO02;2057;124;LIEGE;Occupé;2023-05-10T18:44:32+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""924"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:39:21.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""PY02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64625641"", ""5.60235793""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""PY02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1888"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""117"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:39:21.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588051, ""metadata"": {}}}";924;ParkingSpot;onstreet,SHOPANDDRIVE;PY02;50.64625641, 5.60235793;PY02;1888;117;LIEGE;Occupé;2023-05-10T18:39:21+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""895"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:43:25.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""VA04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61347814"", ""5.58859923""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""VA04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1862"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""58"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:43:25.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588060, ""metadata"": {}}}";895;ParkingSpot;onstreet,SHOPANDDRIVE;VA04;50.61347814, 5.58859923;VA04;1862;58;LIEGE;Occupé;2023-05-10T18:43:25+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""157"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:52:55.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GU07"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62779000"", ""5.56698900""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GU07"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1793"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""1"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:52:55.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588096, ""metadata"": {}}}";157;ParkingSpot;onstreet,SHOPANDDRIVE;GU07;50.62779, 5.566989;GU07;1793;1;LIEGE;Occupé;2023-05-10T18:52:55+02:00;Rue des Guillemins;https://www.liege.be/shopanddrive
"{""id"": ""323"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:31:38.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CP01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65538103"", ""5.57196922""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CP01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1939"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""157"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:31:38.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587932, ""metadata"": {}}}";323;ParkingSpot;onstreet,KISSANDRIDE;CP01;50.65538103, 5.57196922;CP01;1939;157;LIEGE;Libre;2023-05-10T18:31:38+02:00;;https://www.liege.be/kissandride
"{""id"": ""358"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:34:51.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""FT01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62676490"", ""5.58201768""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""FT01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1890"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""59"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:34:51.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587935, ""metadata"": {}}}";358;ParkingSpot;onstreet,KISSANDRIDE;FT01;50.6267649, 5.58201768;FT01;1890;59;LIEGE;Libre;2023-05-10T18:34:51+02:00;;https://www.liege.be/kissandride
"{""id"": ""222"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:56:47.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SA22"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64107300"", ""5.56738800""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SA22"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1823"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""11"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:56:47.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588113, ""metadata"": {}}}";222;ParkingSpot;onstreet,SHOPANDDRIVE;SA22;50.641073, 5.567388;SA22;1823;11;LIEGE;Occupé;2023-05-10T18:56:47+02:00;Boulevard de la Sauvenière;https://www.liege.be/shopanddrive
"{""id"": ""76"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:03:39.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CM11"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64105100"", ""5.57432600""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CM11"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1606"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""10"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:03:39.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588141, ""metadata"": {}}}";76;ParkingSpot;onstreet,SHOPANDDRIVE;CM11;50.641051, 5.574326;CM11;1606;10;LIEGE;Occupé;2023-05-10T19:03:39+02:00;Rue Charles-Magnette;https://www.liege.be/shopanddrive
"{""id"": ""1061"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:03:49.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""QR02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62183653"", ""5.57710520""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""QR02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1985"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""153"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:03:49.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588142, ""metadata"": {}}}";1061;ParkingSpot;onstreet,SHOPANDDRIVE;QR02;50.62183653, 5.5771052;QR02;1985;153;LIEGE;Occupé;2023-05-10T19:03:49+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""927"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:57:24.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CR01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64370528"", ""5.60304522""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CR01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1873"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""119"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:57:24.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588118, ""metadata"": {}}}";927;ParkingSpot;onstreet,SHOPANDDRIVE;CR01;50.64370528, 5.60304522;CR01;1873;119;LIEGE;Occupé;2023-05-10T18:57:24+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""977"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:04:48.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""VN04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62814500"", ""5.58117267""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""VN04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1908"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""136"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:04:48.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588145, ""metadata"": {}}}";977;ParkingSpot;onstreet,SHOPANDDRIVE;VN04;50.628145, 5.58117267;VN04;1908;136;LIEGE;Occupé;2023-05-10T19:04:48+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""936"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:57:12.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""MO04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64113296"", ""5.59763826""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""MO04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1863"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""122"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:57:12.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588116, ""metadata"": {}}}";936;ParkingSpot;onstreet,SHOPANDDRIVE;MO04;50.64113296, 5.59763826;MO04;1863;122;LIEGE;Occupé;2023-05-10T18:57:12+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""31"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:08:14.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""JO06"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63964800"", ""5.58360600""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""JO06"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2099"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""6"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:08:14.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587880, ""metadata"": {}}}";31;ParkingSpot;onstreet,SHOPANDDRIVE;JO06;50.639648, 5.583606;JO06;2099;6;LIEGE;Occupé;2023-05-10T18:08:14+02:00;Rue Jean-d'Outremeuse;https://www.liege.be/shopanddrive
"{""id"": ""33"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:09:21.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""PS08"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63958300"", ""5.58455000""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""PS08"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1777"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""4"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:09:21.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587887, ""metadata"": {}}}";33;ParkingSpot;onstreet,SHOPANDDRIVE;PS08;50.639583, 5.58455;PS08;1777;4;LIEGE;Occupé;2023-05-10T18:09:21+02:00;Rue Puits-en-Sock;https://www.liege.be/shopanddrive
"{""id"": ""321"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:09:44.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""FL03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.67957905"", ""5.54768583""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""FL03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1921"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""46"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:09:44.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587840, ""metadata"": {}}}";321;ParkingSpot;onstreet,KISSANDRIDE;FL03;50.67957905, 5.54768583;FL03;1921;46;LIEGE;Libre;2023-05-10T18:09:44+02:00;;https://www.liege.be/kissandride
"{""id"": ""966"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:10:18.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""ST03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.60884826"", ""5.61445941""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""ST03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1893"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""132"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:10:18.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588167, ""metadata"": {}}}";966;ParkingSpot;onstreet,SHOPANDDRIVE;ST03;50.60884826, 5.61445941;ST03;1893;132;LIEGE;Occupé;2023-05-10T19:10:18+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""395"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:07:55.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""AV04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63797209"", ""5.56754057""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""AV04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2046"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""162"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:07:55.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588156, ""metadata"": {}}}";395;ParkingSpot;onstreet,KISSANDRIDE;AV04;50.63797209, 5.56754057;AV04;2046;162;LIEGE;Occupé;2023-05-10T19:07:55+02:00;;https://www.liege.be/kissandride
"{""id"": ""355"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:08:31.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CO02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.58870813"", ""5.57016523""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CO02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1871"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""57"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:08:31.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588160, ""metadata"": {}}}";355;ParkingSpot;onstreet,KISSANDRIDE;CO02;50.58870813, 5.57016523;CO02;1871;57;LIEGE;Occupé;2023-05-10T19:08:31+02:00;;https://www.liege.be/kissandride
