Geo Point;Geo Shape;Identifiant;Code rue (ICAR / BeStaddress);Rue;Code rue;Numéro;Identifiant d'adresse (ICAR / BeStaddress);Commune;Code postal;Places disponibles;Date de création;Date de dernière modification;Statut;Année de mise en service;Largeur;Longueur;Ville
50.6690911954, 5.6593137876;"{""coordinates"": [5.6593137876, 50.6690911954], ""type"": ""Point""}";1414;7730370;rue de la Gare;662;17;1103873;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6101611854, 5.5515974048;"{""coordinates"": [5.5515974048, 50.6101611854], ""type"": ""Point""}";1278;7730445;rue de l'Avenir;984;16;1132746;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6406525348, 5.5424919109;"{""coordinates"": [5.5424919109, 50.6406525348], ""type"": ""Point""}";1725;7730447;rue de l'Avocat;413;22;1121954;Liège;4000;1;2021-08-18;2021-08-18;Existant;;;;Liège
50.6238256403, 5.5715775375;"{""coordinates"": [5.5715775375, 50.6238256403], ""type"": ""Point""}";1729;7730460;rue de l'Etat-Tiers;324;27;1224474;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6438304049, 5.5977368828;"{""coordinates"": [5.5977368828, 50.6438304049], ""type"": ""Point""}";1522;7730490;rue de Porto;6214;122;1106468;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.608648627, 5.5724453566;"{""coordinates"": [5.5724453566, 50.608648627], ""type"": ""Point""}";1537;7730492;rue de Renory;73;311;1912523;Liège;4031;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.658584819, 5.5638012042;"{""coordinates"": [5.5638012042, 50.658584819], ""type"": ""Point""}";1542;7730494;rue de Rocourt;859;18;1912555;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6216997609, 5.5898283383;"{""coordinates"": [5.5898283383, 50.6216997609], ""type"": ""Point""}";1662;7730506;rue de Stavelot;1256;12;1123339;Liège;4020;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6128566784, 5.5515411479;"{""coordinates"": [5.5515411479, 50.6128566784], ""type"": ""Point""}";801;7730511;rue de Trazegnies;9884;22;1108291;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6128008496, 5.5515227923;"{""coordinates"": [5.5515227923, 50.6128008496], ""type"": ""Point""}";1585;7730511;rue de Trazegnies;9884;20;1108293;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6454273377, 5.6260635849;"{""coordinates"": [5.6260635849, 50.6454273377], ""type"": ""Point""}";1606;7730515;rue de Visé;6515;74;1230047;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6200903063, 5.6219510017;"{""coordinates"": [5.6219510017, 50.6200903063], ""type"": ""Point""}";1792;7730542;rue des Alisiers;7554;14;1231389;Liège;4032;2;2021-08-25;2021-08-25;Existant;;;;Liège
50.6612881945, 5.5760156531;"{""coordinates"": [5.5760156531, 50.6612881945], ""type"": ""Point""}";1826;7730592;rue des Cotillages;821;145;1240040;Liège;4000;1;2021-09-24;2021-09-24;Existant;;;;Liège
50.6599753248, 5.5751358939;"{""coordinates"": [5.5751358939, 50.6599753248], ""type"": ""Point""}";1337;7730592;rue des Cotillages;821;39;1239983;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6390232422, 5.575321321;"{""coordinates"": [5.575321321, 50.6390232422], ""type"": ""Point""}";1348;7730599;rue des Croisiers;225;13;1871941;Liège;4000;2;2021-03-25;2021-03-25;Existant;;;;Liège
50.6653327576, 5.5377327303;"{""coordinates"": [5.5377327303, 50.6653327576], ""type"": ""Point""}";1405;7730624;rue des Français;8353;284;1912770;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.654239765, 5.5565617924;"{""coordinates"": [5.5565617924, 50.654239765], ""type"": ""Point""}";1759;7730629;rue des Genêts;836;5;1223738;Liège;4000;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6456594698, 5.6254061384;"{""coordinates"": [5.6254061384, 50.6456594698], ""type"": ""Point""}";1355;7730740;rue Désiré Simonis;6435;9;1210025;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6377207152, 5.5510949396;"{""coordinates"": [5.5510949396, 50.6377207152], ""type"": ""Point""}";1816;7730747;rue Dieudonné Salme;436;52;1229760;Liège;4000;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.6344962786, 5.5582376261;"{""coordinates"": [5.5582376261, 50.6344962786], ""type"": ""Point""}";1654;7730751;rue d'Omalius;953;28;1221209;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6429521239, 5.5740669004;"{""coordinates"": [5.5740669004, 50.6429521239], ""type"": ""Point""}";1361;7730752;rue Donceel;132;2;1221197;Liège;4000;2;2021-03-25;2021-03-25;Existant;;;;Liège
50.6510647764, 5.5936683337;"{""coordinates"": [5.5936683337, 50.6510647764], ""type"": ""Point""}";1362;7730753;rue Dony;536;22;1221185;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6358510268, 5.5848089724;"{""coordinates"": [5.5848089724, 50.6358510268], ""type"": ""Point""}";1690;7730757;rue Douffet;731;36;1225924;Liège;4020;2;2021-04-14;2021-04-14;Existant;;;;Liège
50.6354793676, 5.599520321;"{""coordinates"": [5.599520321, 50.6354793676], ""type"": ""Point""}";1282;7730762;rue du Bastion;632;38;1208737;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6144241386, 5.6127493637;"{""coordinates"": [5.6127493637, 50.6144241386], ""type"": ""Point""}";1628;7730801;rue du Confluent;746;81;1238775;Liège;4032;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6306653069, 5.5554414856;"{""coordinates"": [5.5554414856, 50.6306653069], ""type"": ""Point""}";1465;7730831;rue du Laveu;945;52;1240544;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6567777388, 5.5651225846;"{""coordinates"": [5.5651225846, 50.6567777388], ""type"": ""Point""}";1650;7730832;rue du Limbourg;847;40;1232008;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6412428091, 5.5926570425;"{""coordinates"": [5.5926570425, 50.6412428091], ""type"": ""Point""}";1476;7730836;rue du Marché;764;26;1223453;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6398140173, 5.5755992947;"{""coordinates"": [5.5755992947, 50.6398140173], ""type"": ""Point""}";1482;7730840;rue du Méry;16;1;1871959;Liège;4000;2;2021-03-26;2021-03-26;Existant;;;;Liège
50.6141400961, 5.5868896469;"{""coordinates"": [5.5868896469, 50.6141400961], ""type"": ""Point""}";1370;7730915;rue Emile Verhaeren;7219;43;1208451;Liège;4031;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6095493467, 5.55820828;"{""coordinates"": [5.55820828, 50.6095493467], ""type"": ""Point""}";983;7730923;rue Ernest Solvay;9821;32;1913543;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6382836375, 5.5588613076;"{""coordinates"": [5.5588613076, 50.6382836375], ""type"": ""Point""}";1381;7730924;rue Etienne Soubre;23;39;1226936;Liège;4000;1;2021-03-25;2021-08-19;Existant;;;;Liège
50.6187680983, 5.5849128986;"{""coordinates"": [5.5849128986, 50.6187680983], ""type"": ""Point""}";1407;7730970;rue François Paquay;7286;42;1227321;Liège;4031;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6250926433, 5.5488694757;"{""coordinates"": [5.5488694757, 50.6250926433], ""type"": ""Point""}";1270;7730989;rue Georges Antoine;93;4;1236721;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.651285489, 5.5481547328;"{""coordinates"": [5.5481547328, 50.651285489], ""type"": ""Point""}";1734;7731019;rue Haute;422;31;1238158;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6312200818, 5.5639829162;"{""coordinates"": [5.5639829162, 50.6312200818], ""type"": ""Point""}";1428;7731027;rue Hemricourt;336;19;1212412;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.658234448, 5.5941713585;"{""coordinates"": [5.5941713585, 50.658234448], ""type"": ""Point""}";1429;7731029;rue Hennequin;221;25;1214584;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.653352958, 5.5938379232;"{""coordinates"": [5.5938379232, 50.653352958], ""type"": ""Point""}";1703;7731038;rue Henri Forir;546;37;1232066;Liège;4000;1;2021-05-17;2021-05-17;Existant;;;;Liège
50.6274181654, 5.5583097255;"{""coordinates"": [5.5583097255, 50.6274181654], ""type"": ""Point""}";1431;7731039;rue Henri Koch;921;57;1221325;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6279852066, 5.5993476629;"{""coordinates"": [5.5993476629, 50.6279852066], ""type"": ""Point""}";1655;7731043;rue Henri Pirenne;7963;26;1232522;Liège;4030;2;2021-03-31;2021-08-20;Existant;;;;Liège
50.6276841482, 5.5997938439;"{""coordinates"": [5.5997938439, 50.6276841482], ""type"": ""Point""}";804;7731043;rue Henri Pirenne;7963;5;1232507;Liège;4030;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6477258769, 5.5645842008;"{""coordinates"": [5.5645842008, 50.6477258769], ""type"": ""Point""}";1645;7731048;rue Hocheporte;463;66;1239312;Liège;4000;2;2021-03-31;2021-08-20;Existant;;;;Liège
50.6235961134, 5.6135606874;"{""coordinates"": [5.6135606874, 50.6235961134], ""type"": ""Point""}";1442;7731058;rue Jacques Brel;7629;19;1233832;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6231829716, 5.6137201089;"{""coordinates"": [5.6137201089, 50.6231829716], ""type"": ""Point""}";1648;7731058;rue Jacques Brel;7629;25;1231783;Liège;4030;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6234957484, 5.6135543658;"{""coordinates"": [5.6135543658, 50.6234957484], ""type"": ""Point""}";1443;7731058;rue Jacques Brel;7629;21;1231786;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6234809314, 5.6140664819;"{""coordinates"": [5.6140664819, 50.6234809314], ""type"": ""Point""}";1791;7731058;rue Jacques Brel;7629;38;1447100;Liège;4030;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6229794564, 5.613858909;"{""coordinates"": [5.613858909, 50.6229794564], ""type"": ""Point""}";1441;7731058;rue Jacques Brel;7629;50;1231764;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6547757241, 5.5664693233;"{""coordinates"": [5.5664693233, 50.6547757241], ""type"": ""Point""}";1737;7731070;rue Jean Haust;841;113;1229997;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6451417582, 5.5871911563;"{""coordinates"": [5.5871911563, 50.6451417582], ""type"": ""Point""}";1452;7731108;rue Joseph Vrindts;641;18;1207700;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6256138778, 5.6365587925;"{""coordinates"": [5.6365587925, 50.6256138778], ""type"": ""Point""}";1817;7731110;rue Joseph Willem;7673;51;1233918;Liège;4030;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.6203074133, 5.6080011454;"{""coordinates"": [5.6080011454, 50.6203074133], ""type"": ""Point""}";1455;7731113;rue Jules Cralle;7797;69;1208127;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6267757131, 5.5907423147;"{""coordinates"": [5.5907423147, 50.6267757131], ""type"": ""Point""}";1458;7731120;rue Kinet;7748;13;1225772;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6493681763, 5.554540037;"{""coordinates"": [5.554540037, 50.6493681763], ""type"": ""Point""}";1744;7731122;rue Lacroix;475;22;1215025;Liège;4000;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6339050649, 5.5838250647;"{""coordinates"": [5.5838250647, 50.6339050649], ""type"": ""Point""}";1462;7731124;rue Lairesse;753;120;1208571;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6420679265, 5.5559912557;"{""coordinates"": [5.5559912557, 50.6420679265], ""type"": ""Point""}";1577;7731131;rue Suavius;414;4;1215322;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6403513091, 5.5958611939;"{""coordinates"": [5.5958611939, 50.6403513091], ""type"": ""Point""}";1472;7731160;rue Louis Willems;6227;7;1210284;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6421970175, 5.5766002521;"{""coordinates"": [5.5766002521, 50.6421970175], ""type"": ""Point""}";1477;7731184;rue Matrognard;159;2;1208968;Liège;4000;3;2021-03-26;2021-03-26;Existant;;;;Liège
50.6381063055, 5.5810396567;"{""coordinates"": [5.5810396567, 50.6381063055], ""type"": ""Point""}";1480;7731189;rue Méan;648;9;1209517;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6496937087, 5.5539947059;"{""coordinates"": [5.5539947059, 50.6496937087], ""type"": ""Point""}";1722;7731206;rue Naniot;46;26;1150279;Liège;4000;1;2021-06-17;2021-06-17;Existant;;;;Liège
50.6587290561, 5.598377835;"{""coordinates"": [5.598377835, 50.6587290561], ""type"": ""Point""}";1499;7731217;rue Nicolas Pietkin;234;8;1172670;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6269756312, 5.5709998196;"{""coordinates"": [5.5709998196, 50.6269756312], ""type"": ""Point""}";1502;7731229;rue Paradis;356;52;1871684;Liège;4000;2;2021-03-26;2021-03-26;Existant;;;;Liège
50.6355782731, 5.6009342769;"{""coordinates"": [5.6009342769, 50.6355782731], ""type"": ""Point""}";1505;7731233;rue Paul Janson;6326;53;1171470;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6303124221, 5.6057651212;"{""coordinates"": [5.6057651212, 50.6303124221], ""type"": ""Point""}";1511;7731243;rue Pierre Curie;7972;13;1154283;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6408342097, 5.5826154362;"{""coordinates"": [5.5826154362, 50.6408342097], ""type"": ""Point""}";1724;7731265;rue Puits-en-Sock;62;18;1183394;Liège;4020;1;2021-08-18;2021-08-18;Existant;;;;Liège
50.6393926688, 5.5847902417;"{""coordinates"": [5.5847902417, 50.6393926688], ""type"": ""Point""}";1531;7731265;rue Puits-en-Sock;62;100;1183453;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6226502485, 5.6127247376;"{""coordinates"": [5.6127247376, 50.6226502485], ""type"": ""Point""}";1536;7731275;rue René Demoitelle;768;110;1864995;Liège;4030;1;2021-03-27;2021-09-02;Existant;;;;Liège
50.6374370674, 5.5612444462;"{""coordinates"": [5.5612444462, 50.6374370674], ""type"": ""Point""}";1717;7731281;rue Reynier;255;1;1871854;Liège;4000;1;2021-05-19;2021-05-19;Existant;;;;Liège
50.6477446891, 5.5524196135;"{""coordinates"": [5.5524196135, 50.6477446891], ""type"": ""Point""}";986;7731300;rue Sainte-Marguerite;43;321;1141635;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6536405716, 5.6026568903;"{""coordinates"": [5.6026568903, 50.6536405716], ""type"": ""Point""}";1556;7731315;rue Saint-Léonard;55;477;1143818;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6334017969, 5.5464578119;"{""coordinates"": [5.5464578119, 50.6334017969], ""type"": ""Point""}";1558;7731320;rue Saint-Nicolas;42;36;1879543;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6455178912, 5.5655612142;"{""coordinates"": [5.5655612142, 50.6455178912], ""type"": ""Point""}";1563;7731326;rue Saint-Séverin;499;52;1149637;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6249559482, 5.5860758815;"{""coordinates"": [5.5860758815, 50.6249559482], ""type"": ""Point""}";1564;7731328;rue Saint-Vincent;1252;34;1151819;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.5875084085, 5.5686029673;"{""coordinates"": [5.5686029673, 50.5875084085], ""type"": ""Point""}";1822;7730884;rue du Sart-Tilman;7366;396;1241025;Liège;4031;1;2021-09-16;2021-09-16;Existant;;;;Liège
50.6408701784, 5.5819839094;"{""coordinates"": [5.5819839094, 50.6408701784], ""type"": ""Point""}";1579;7731364;rue Surlet;677;4;1196345;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6414563919, 5.5972138182;"{""coordinates"": [5.5972138182, 50.6414563919], ""type"": ""Point""}";1713;7731376;rue Thône;6248;40;1205309;Liège;4020;1;2021-05-17;2021-05-17;Existant;;;;Liège
50.6127188754, 5.5968407221;"{""coordinates"": [5.5968407221, 50.6127188754], ""type"": ""Point""}";1592;7731391;rue Vaudrée;725;60;1158594;Liège;4031;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6357502552, 5.5689247038;"{""coordinates"": [5.5689247038, 50.6357502552], ""type"": ""Point""}";1859;7729672;boulevard d'Avroy;21;87;1121699;Liège;4000;1;2022-06-01;2022-07-05;Existant;2022;;6;Liège
50.6256435293, 5.6272271452;"{""coordinates"": [5.6272271452, 50.6256435293], ""type"": ""Point""}";1874;7730683;rue des Orchidées;7653;25;1241217;Liège;4030;1;2022-06-24;2022-07-22;Existant;2022;;6;Liège
50.6527083118, 5.5653380188;"{""coordinates"": [5.5653380188, 50.6527083118], ""type"": ""Point""}";1932;7730610;rue des Eglantiers;83;25;1231884;Liège;4000;1;2023-02-15;2023-03-16;Existant;2023;;6;Liège
50.638114112, 5.5740718454;"{""coordinates"": [5.5740718454, 50.638114112], ""type"": ""Point""}";1862;7730705;rue des Prémontrés;254;10;1227187;Liège;4000;1;2022-06-20;2022-06-20;Existant;2022;;6;Liège
50.6354307822, 5.5456953945;"{""coordinates"": [5.5456953945, 50.6354307822], ""type"": ""Point""}";1861;7731320;rue Saint-Nicolas;42;116;1879712;Liège;4000;1;2022-06-01;2022-07-05;Existant;2022;;6;Liège
50.6586370805, 5.5697913525;"{""coordinates"": [5.5697913525, 50.6586370805], ""type"": ""Point""}";1905;7731486;Vieille Voie de Tongres;872;63;1192108;Liège;4000;1;2022-10-31;2023-02-08;Existant;2023;;6;Liège
50.6209652546, 5.5905680197;"{""coordinates"": [5.5905680197, 50.6209652546], ""type"": ""Point""}";1941;7730520;rue de Wetzlar;1263;7;1239035;Liège;4020;1;2023-02-15;2023-03-23;Existant;2023;;6;Liège
50.6497476167, 5.5483363343;"{""coordinates"": [5.5483363343, 50.6497476167], ""type"": ""Point""}";1382;7730925;rue Eugène Houdret;445;78;1220487;Liège;4000;2;2021-03-25;2022-06-24;Existant;;;;Liège
50.6152964169, 5.5534735743;"{""coordinates"": [5.5534735743, 50.6152964169], ""type"": ""Point""}";1884;7730854;rue du Perron;9856;16;1230678;Liège;4000;1;2022-09-14;2022-11-01;Existant;2022;;6;Liège
50.6226364796, 5.5578257053;"{""coordinates"": [5.5578257053, 50.6226364796], ""type"": ""Point""}";1885;7730609;rue des Ecureuils;911;10;1229670;Liège;4000;;2022-09-14;2022-10-10;Existant;;;;Liège
50.6109187639, 5.5789747851;"{""coordinates"": [5.5789747851, 50.6109187639], ""type"": ""Point""}";1895;7730792;rue du Chêne;7282;120;1227654;Liège;4031;1;2022-09-28;2022-11-01;Existant;2022;;6;Liège
50.6123979966, 5.5919024072;"{""coordinates"": [5.5919024072, 50.6123979966], ""type"": ""Point""}";1907;7731225;rue Ovide Decroly;7213;112;1190166;Liège;4031;1;2022-10-31;2022-12-05;Existant;2022;;6;Liège
50.6207178956, 5.5892206483;"{""coordinates"": [5.5892206483, 50.6207178956], ""type"": ""Point""}";1958;7729663;avenue Reine Elisabeth;125;26;1116993;Liège;4020;1;2023-03-30;2023-04-17;Existant;2023;;6;Liège
50.6370200215, 5.5635859238;"{""coordinates"": [5.5635859238, 50.6370200215], ""type"": ""Point""}";1954;7730287;rue Darchis;226;51;1114996;Liège;4000;1;2023-03-30;2023-04-17;Existant;2023;;6;Liège
50.6181040558, 5.6215477868;"{""coordinates"": [5.6215477868, 50.6181040558], ""type"": ""Point""}";1872;7730172;rue André Renard;7527;22;1110200;Liège;4032;1;2022-06-24;2022-06-24;Existant;;;6;Liège
50.6516956026, 5.5970814853;"{""coordinates"": [5.5970814853, 50.6516956026], ""type"": ""Point""}";1912;7730859;rue du Pommier;581;17;1224706;Liège;4000;1;2022-10-31;2022-11-18;Existant;;;6;Liège
50.6281344133, 5.5714360137;"{""coordinates"": [5.5714360137, 50.6281344133], ""type"": ""Point""}";851;7729596;avenue Blonden;31;70;1124253;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6295243992, 5.5693807344;"{""coordinates"": [5.5693807344, 50.6295243992], ""type"": ""Point""}";1290;7729596;avenue Blonden;31;22;1134951;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.620463013, 5.5651094575;"{""coordinates"": [5.5651094575, 50.620463013], ""type"": ""Point""}";1500;7729623;avenue de l'Observatoire;353;264;1116964;Liège;4000;2;2021-03-26;2022-11-01;Existant;;;;Liège
50.6312083264, 5.5584916286;"{""coordinates"": [5.5584916286, 50.6312083264], ""type"": ""Point""}";1264;7730169;rue Ambiorix;93;24;1229042;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6550309075, 5.5959675411;"{""coordinates"": [5.5959675411, 50.6550309075], ""type"": ""Point""}";1608;7731405;rue Vivegnis;56;418;1448044;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6547072477, 5.5606597331;"{""coordinates"": [5.5606597331, 50.6547072477], ""type"": ""Point""}";1610;7731417;rue Wesphal;876;17;1145377;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6447714102, 5.5618329595;"{""coordinates"": [5.5618329595, 50.6447714102], ""type"": ""Point""}";1831;7731264;Publémont;495;37;1181241;Liège;4000;1;2021-10-26;2021-10-26;Existant;;;;Liège
